index,Title,imdbID,Writer,Plot,Awards,Metascore,Type
4521,Avengers: Age of Ultron,tt2395427,"Joss Whedon, Stan Lee (based on the Marvel comics by), Jack Kirby (based on the Marvel comics by), Joe Simon (character created by: Captain America), Jack Kirby (character created by: Captain America), Jim Starlin (character created by: Thanos)","When Tony Stark and Bruce Banner try to jump-start a dormant peacekeeping program called Ultron, things go horribly wrong and it's up to Earth's mightiest heroes to stop the villainous Ultron from enacting his terrible plan.",7 wins & 45 nominations.,66,movie
4522,Bridge of Spies,tt3682448,"Matt Charman, Ethan Coen, Joel Coen","During the Cold War, an American lawyer is recruited to defend an arrested Soviet spy in court, and then help the CIA facilitate an exchange of the spy for the Soviet captured American U2 spy plane pilot, Francis Gary Powers.",Won 1 Oscar. Another 30 wins & 99 nominations.,81,movie
4523,Spectre,tt2379713,"John Logan (screenplay by), Neal Purvis (screenplay by), Robert Wade (screenplay by), Jez Butterworth (screenplay by), John Logan (story by), Neal Purvis (story by), Robert Wade (story by), Ian Fleming (based on characters created by)","A cryptic message from 007's past sends him pitted against a mysterious terrorist organization called Spectre, and learns of its involvement in previous events of his most dangerous missions.",Won 1 Oscar. Another 7 wins & 32 nominations.,60,movie
4524,The Martian,tt3659388,"Drew Goddard (screenplay by), Andy Weir (based on the novel by)","An astronaut becomes stranded on Mars after his team assume him dead, and must rely on his ingenuity to find a way to signal to Earth that he is alive.",Nominated for 7 Oscars. Another 37 wins & 185 nominations.,80,movie
4525,Vaalu,tt3566698,Vijay Chandar,A man has limited time in which to make a woman fall in love with him.,N/A,N/A,movie
4526,The Revenant,tt1663202,"Mark L. Smith (screenplay), Alejandro G. Iñárritu (screenplay), Michael Punke (based in part on the novel by)",A frontiersman on a fur trading expedition in the 1820s fights for survival after being mauled by a bear and left for dead by members of his own hunting team.,Won 3 Oscars. Another 86 wins & 181 nominations.,76,movie
4527,Baahubali: The Beginning,tt2631186,"Vijayendra Prasad (story by), S.S. Rajamouli (screenplay by), C.H. Vijay Kumar (telugu dialogue), Ajay Kumar (telugu dialogue), Madhan Karky (tamil dialogue), Manoj Muntashir (hindi dialogue)","In ancient India, an adventurous and daring man becomes involved in a decades old feud between two warring people.",22 wins & 12 nominations.,N/A,movie
4528,Straight Outta Compton,tt1398426,"Jonathan Herman (screenplay), Andrea Berloff (screenplay), S. Leigh Savidge (story), Alan Wenkus (story), Andrea Berloff (story)","The group NWA emerges from the mean streets of Compton in Los Angeles, California, in the mid-1980s and revolutionizes Hip Hop culture with their music and tales about life in the hood.",Nominated for 1 Oscar. Another 27 wins & 40 nominations.,72,movie
4529,The Hateful Eight,tt3460252,Quentin Tarantino,"In the dead of a Wyoming winter, a bounty hunter and his prisoner find shelter in a cabin currently inhabited by a collection of nefarious characters.",Won 1 Oscar. Another 39 wins & 113 nominations.,68,movie
4530,Karachi se Lahore,tt4590482,"Yasir Hussain, Wajahat Rauf (story)",A road trip from Karachi to Lahore where 5 friends discover themselves and the country amidst getting to their destination.,N/A,N/A,movie
4531,Romantic Schemer,tt4607906,Valentine,N/A,N/A,N/A,movie
4532,Kicks,tt4254584,"Joshua Beirne-Golden, Justin Tipping","Brandon is a 15 year old whose dream is a pair of fresh Air Jordans. Soon after he gets his hands on them, they're stolen by a local hood, causing Brandon and his two friends to go on a dangerous mission through Oakland to retrieve them.",4 wins & 2 nominations.,69,movie
4533,Lights Out,tt4786282,"Eric Heisserer (screenplay), David F. Sandberg (based on the short film by)","Rebecca must unlock the terror behind her little brother's experiences that once tested her sanity, bringing her face to face with a supernatural spirit attached to their mother.",3 wins & 9 nominations.,58,movie
4534,The Little Ponderosa Zoo,tt3846442,"Luke Dye, Curt Willis","The Little Ponderosa Zoo is preparing for their annual fund raiser festival that keeps the zoo afloat. The Freeman family, Jack, Judy, and their young daughter, Charlie opened the zoo years...",N/A,N/A,movie
4535,The Shallows,tt4052882,Anthony Jaswinski,"A mere 200 yards from shore, surfer Nancy is attacked by a great white shark, with her short journey to safety becoming the ultimate contest of wills.",15 nominations.,59,movie
4536,A Beginner's Guide to Snuff,tt4058122,"Cory Knauf, Adam Weis, Mitchell Altieri, Cory Knauf (story), Phil Flores (story), Mitchell Altieri (story)","""A Beginners Guide To Snuff"" is a pitch black comedy thriller in the vein of early Coen Brothers films.",3 wins & 2 nominations.,N/A,movie
4537,The Secret Life of Pets,tt2709768,"Cinco Paul, Ken Daurio, Brian Lynch","The quiet life of a terrier named Max is upended when his owner takes in Duke, a stray whom Max instantly dislikes.",4 wins & 15 nominations.,61,movie
4538,Yoga Hosers,tt3838992,Kevin Smith,Two teenage yoga enthusiasts must do battle with an evil presence that is threatening to rise from its underground lair and endanger their major party plans.,1 nomination.,23,movie
4539,Sausage Party,tt1700841,"Kyle Hunter (screenplay by), Ariel Shaffir (screenplay by), Seth Rogen (screenplay by), Evan Goldberg (screenplay by), Seth Rogen (story by), Evan Goldberg (story by), Jonah Hill (story by)",A sausage strives to discover the truth about his existence.,1 win & 24 nominations.,66,movie
4540,Fight Valley,tt4280822,Rob Hawk,A young woman is found dead after getting involved in an underground fighting ring. Her sister Windsor begins training under a respected ex-fighter as she searches for the killer.,N/A,22,movie
4541,Kickboxer: Vengeance,tt3082898,"Dimitri Logothetis (screenplay by), Jim McGrath (screenplay by), Jean-Claude Van Damme (based on characters created by), Mark DiSalle (based on characters created by)",A kick boxer is out to avenge his brother.,N/A,37,movie
4542,Restoration,tt4517738,"James Cullen Bressack, Zack Ward","During home renovations, a young couple release a fiery spirit seeking retribution. To save themselves and set the spirit free, they must uncover the dire truth. But nothing is as simple as it seems...",N/A,N/A,movie
4543,Fifty Shades of Black,tt4667094,"Marlon Wayans, Rick Alvarez",An inexperienced college student meets a wealthy businessman whose sexual practices put a strain on their relationship.,2 wins & 4 nominations.,28,movie
4544,I Am Wrath,tt3212232,"Yvan Gauthier (story), Paul Sloan",A man is out for justice after a group of corrupt police officers are unable to catch his wife's killer.,N/A,N/A,movie
4545,Neighbors 2: Sorority Rising,tt4438848,"Andrew Jay Cohen, Brendan O'Brien, Nicholas Stoller, Evan Goldberg, Seth Rogen, Andrew Jay Cohen (based on characters created by), Brendan O'Brien (based on characters created by)","When their new next-door neighbors turn out to be a sorority even more debaucherous than the fraternity previously living there, Mac and Kelly team with their former enemy, Teddy, to bring the girls down.",3 wins & 5 nominations.,58,movie
4546,The Forest,tt3387542,"Nick Antosca, Sarah Cornwell, Ben Ketai","A woman goes into Japan's Suicide Forest to find her twin sister, and confronts supernatural terror.",1 nomination.,34,movie
4547,The Veil,tt3533916,Robert Ben Garant (screenplay),"Twenty-five years after members of a religious cult committed mass suicide, the lone survivor returns to the scene of the tragedy with a documentary crew in tow.",N/A,N/A,movie
4548,My Big Fat Greek Wedding 2,tt3760922,Nia Vardalos,A Portokalos family secret brings the beloved characters back together for an even bigger and Greeker wedding.,3 nominations.,37,movie
4549,Fight to the Finish,tt3152288,Warren Sheppard,"A young amateur fighter makes an enemy with a hardened thug when he gets in-between his next-door neighbor and her abusive ex- boyfriend. As his personal life becomes threatened, he ...",N/A,N/A,movie
4550,Antibirth,tt3333870,Danny Perez,"In a desolate community full of drug-addled Marines and rumors of kidnapping, a wild-eyed stoner named Lou wakes up after a wild night of partying with symptoms of a strange illness and ...",2 nominations.,56,movie
4551,Kung Fu Panda 3,tt2267968,"Jonathan Aibel, Glenn Berger","Continuing his ""legendary adventures of awesomeness"", Po must face two hugely epic, but different threats: one supernatural and the other a little closer to home.",1 win & 10 nominations.,66,movie
4552,Two Lovers and a Bear,tt4412528,"Louis Grenier (idea), Kim Nguyen","Set in a small town near the North Pole where roads lead to nowhere, the story follows Roman (DeHaan) and Lucy (Maslany), two burning souls who come together to make a leap for life and inner peace.",2 wins & 5 nominations.,61,movie
4553,Nerve,tt3531824,"Jessica Sharzer (screenplay by), Jeanne Ryan (based on the novel by)","A high school senior finds herself immersed in an online game of truth or dare, where her every move starts to become manipulated by an anonymous community of ""watchers.""",5 nominations.,58,movie
4554,The Perfect Match,tt4871980,"Brandon Broussard, Gary Hardwick, Hudson Obayuwana, Jana Savage, Dana Verde (screenplay by)","A playboy named Charlie, convinced that all his relationships are dead, meets the beautiful and mysterious Eva. Agreeing to a casual affair, Charlie then wants a bit more from their relationship.",N/A,41,movie
4555,Alleluia! The Devil's Carnival,tt3892618,Terrance Zdunich,Lucifer and his carnies are plotting against Heaven. This is how the war begins.,N/A,N/A,movie
4556,The Boy,tt3882082,Stacey Menear,"An American nanny is shocked that her new English family's boy is actually a life-sized doll. After she violates a list of strict rules, disturbing events make her believe that the doll is really alive.",6 nominations.,42,movie
4557,The Angry Birds Movie,tt1985949,"Jon Vitti (screenplay by), Mikael Hed (story by), Mikko Pöllä (story by), John Cohen (story by), Mikael Hed (created by: The Original Angry Birds Game)","Find out why the birds are so angry. When an island populated by happy, flightless birds is visited by mysterious green piggies, it's up to three unlikely outcasts - Red, Chuck and Bomb - to figure out what the pigs are up to.",1 win & 7 nominations.,43,movie
4558,Money Monster,tt2241351,"Jamie Linden (screenplay), Alan DiFiore (screenplay), Jim Kouf (screenplay), Alan DiFiore (story), Jim Kouf (story)",Financial TV host Lee Gates and his producer Patty are put in an extreme situation when an irate investor takes them and their crew as hostage.,2 nominations.,55,movie
4559,Jane Got a Gun,tt2140037,"Brian Duffield (screenplay), Anthony Tambakis (screenplay), Joel Edgerton (screenplay), Brian Duffield (story)",A woman asks her ex-lover for help in order to save her outlaw husband from a gang out to kill him.,N/A,49,movie
4560,Cabin Fever,tt3832096,"Randy Pearlstein (script), Eli Roth (original screenplay)","While visiting their getaway cabin, five friends succumb to a flesh-eating disease.",1 nomination.,14,movie
4561,London Has Fallen,tt3300542,"Creighton Rothenberger (based on characters created by), Katrin Benedikt (based on characters created by), Creighton Rothenberger (story by), Katrin Benedikt (story by), Creighton Rothenberger (screenplay by), Katrin Benedikt (screenplay by), Christian Gudegast (screenplay by), Chad St. John (screenplay by)","In London for the Prime Minister's funeral, Mike Banning is caught up in a plot to assassinate all the attending world leaders.",1 win & 2 nominations.,28,movie
